company,name,dept_title,publish_date,article_url,status
SCM＆ロジスティクスチーム,小池 明弘,シニア・マネージャー,2023-03-06,https://www.onecareer.jp/articles/2782,OK
三井物産株式会社,田渕 順司,人事総務部 採用企画室 室長,2022-03-03,https://www.onecareer.jp/articles/2783,OK
ノースサンド,深尾 友稀,コンサルティング事業部 アカウントマネージャー,2022-12-05,https://www.onecareer.jp/articles/2784,OK
執行役員,加藤 博己,コンサルティング事業担当,2022-12-05,https://www.onecareer.jp/articles/2784,OK
名古屋本店エレクトロニクス部長,塚田 祐史,1993年に岡谷鋼機に入社,2022-06-17,https://www.onecareer.jp/articles/2797,OK
岡谷鋼機,大藤 加奈子,東京本店メカトロ部メカトロ室,2022-06-17,https://www.onecareer.jp/articles/2797,OK
EY,貴田 守亮,Japan チェアパーソン 兼 CEO ジャパン・リージョナル・マネージング・パートナー,2022-04-06,https://www.onecareer.jp/articles/2800,OK
,,,2022-04-15,https://www.onecareer.jp/articles/2802,登場人物情報なし
EY新日本有限責任監査法人,伊藤 美沙子,第4監査事業部 マネージャー,2022-04-19,https://www.onecareer.jp/articles/2803,OK
EY新日本有限責任監査法人,木内 志香,FAAS事業部 気候変動・サステナビリティ・サービス（CCaSS）マネージャー,2022-04-19,https://www.onecareer.jp/articles/2803,OK
EYストラテジー・アンド・コンサルティング,日向野 奈津子,エネルギーセクター パートナー,2022-04-13,https://www.onecareer.jp/articles/2804,OK
EYストラテジー・アンド・コンサルティング,平林 知高,ストラテジック インパクト ディレクター,2022-04-13,https://www.onecareer.jp/articles/2804,OK
イー・ギャランティ,黒谷 泰伸,執行役員,2022-04-26,https://www.onecareer.jp/articles/2811,OK
,,,2022-04-25,https://www.onecareer.jp/articles/2807,登場人物情報なし
,,,2022-06-10,https://www.onecareer.jp/articles/2819,登場人物情報なし
Bussines,松本 耕喜,Planning Div. Marketing Dept. Dept Manager,2022-04-28,https://www.onecareer.jp/articles/2814,OK
株式会社ナレッジワーク,麻野 耕司,CEO,2022-05-31,https://www.onecareer.jp/articles/2820,OK
株式会社マネーフォワード,竹田 正信,取締役執行役員 マネーフォワードビジネスカンパニーCOO,2022-05-31,https://www.onecareer.jp/articles/2820,OK
株式会社グッドパッチ,土屋 尚史,代表取締役社長 CEO,2022-05-31,https://www.onecareer.jp/articles/2820,OK
資生堂,川上 樹理,プレミアムブランドマーケティング事業本部 マーケティング本部 本部長,2023-06-02,https://www.onecareer.jp/articles/2826,OK
資生堂,梶田 直希,プレミアムブランドマーケティング事業本部 スキンケアマーケティング部,2023-06-02,https://www.onecareer.jp/articles/2826,OK
三井住友銀行,髙井 暖司,サステナビリティ企画部 企画グループ 部長代理,2022-06-07,https://www.onecareer.jp/articles/2822,OK
エネルギープラクティス,大島 翼,パートナー,2022-06-21,https://www.onecareer.jp/articles/2829,OK
Human,笠間 久智,Resources＆General Affairs Div.人事Dept. Dept.Manager,2022-06-29,https://www.onecareer.jp/articles/2830,OK
Customer,樋口 波瑠香,Success Consultant Div.,2022-06-29,https://www.onecareer.jp/articles/2830,OK
セーフィー 代表取締役社長CEO,佐渡島 隆平,1999年、大学在学中にDaigakunote.comを創業,2022-06-28,https://www.onecareer.jp/articles/2833,OK
株式会社グッドパッチ,土屋 尚史,代表取締役社長 CEO,2022-07-13,https://www.onecareer.jp/articles/2831,OK
ダイキン工業,石原 隆広,テクノロジー・イノベーションセンター／,2022-07-07,https://www.onecareer.jp/articles/2839,OK
LayerX,福島 良典,CEO,2022-08-08,https://www.onecareer.jp/articles/2832,OK
LayerX,一ノ宮 翔,HR,2022-08-08,https://www.onecareer.jp/articles/2832,OK
プロジェクトリーダー,藤崎 彩香,東京大学 経済学部を卒業後、2017年にBCGへ入社,2023-03-22,https://www.onecareer.jp/articles/2848,OK
,,,2022-08-04,https://www.onecareer.jp/articles/2852,登場人物情報なし
アコム,松浦 博之,アコム人事部 人材採用室 室長,2022-08-24,https://www.onecareer.jp/articles/2861,OK
PwCアドバイザリー合同会社,赤間 穏子,パートナー,2022-08-30,https://www.onecareer.jp/articles/2863,OK
PwCアドバイザリー合同会社,榁本 剛仁,マネージャー,2022-08-30,https://www.onecareer.jp/articles/2863,OK
EYストラテジー・アンド・コンサルティング株式会社,篠原 学,ストラテジーリーダー・パートナー,2022-08-29,https://www.onecareer.jp/articles/2862,OK
EYストラテジー・アンド・コンサルティング株式会社,坂田 好正,,2022-08-29,https://www.onecareer.jp/articles/2862,OK
株式会社ブシロード,根本 雄貴,執行役員 ライブエンタメユニット担当／株式会社ブシロードミュージック 代表取締役社長／バンドリ！プロジェクト プロデューサー,2022-10-26,https://www.onecareer.jp/articles/2867,OK
,,,2022-12-22,https://www.onecareer.jp/articles/2869,登場人物情報なし
日本ロレアル株式会社「メイベリン,市川 竜太,ニューヨーク」ブランド ディレクター,2023-04-05,https://www.onecareer.jp/articles/2873,OK
野村総合研究所,豊田 英正,事業DXコンサルティング部 デジタルストラテジーグループ シニアコンサルタント,2022-09-27,https://www.onecareer.jp/articles/2874,OK
野村総合研究所,紺谷 亮太,事業DXコンサルティング部 アダプティブ事業開発グループ グループマネージャー,2022-09-27,https://www.onecareer.jp/articles/2874,OK
野村総合研究所,徳重 剛,経営DXコンサルティング部 サステナビリティ・イノベーショングループ グループマネージャー,2022-09-27,https://www.onecareer.jp/articles/2874,OK
マイクロアド,渡辺 健太郎,代表取締役社長,2022-09-29,https://www.onecareer.jp/articles/2875,OK
,,,2022-09-30,https://www.onecareer.jp/articles/2876,登場人物情報なし
,,,2022-10-11,https://www.onecareer.jp/articles/2877,登場人物情報なし
国際協力銀行（JBIC）,冨山 聖,調査役,2022-11-14,https://www.onecareer.jp/articles/2890,OK
有限責任監査法人トーマツ,岩村 篤,包括代表代行 兼 デロイト トーマツ グループ リスクアドバイザリー ビジネスリーダー,2024-05-14,https://www.onecareer.jp/articles/2892,OK
,,,2022-11-29,https://www.onecareer.jp/articles/2894,登場人物情報なし
JPX（日本取引所グループ）,中尾 健太,IT開発部トレーディングシステム,2023-05-10,https://www.onecareer.jp/articles/2881,OK
トヨタ自動車,前田 昌彦,取締役・執行役員 副社長,2022-12-12,https://www.onecareer.jp/articles/2897,OK
株式会社ワンキャリア,北野 唯我,取締役CSO／作家,2022-12-12,https://www.onecareer.jp/articles/2897,OK
カバー,谷郷 元昭,代表取締役社長CEO,2022-12-09,https://www.onecareer.jp/articles/2898,OK
キュービック,篠崎 健太郎,新規事業部 事業開発,2022-12-20,https://www.onecareer.jp/articles/2905,OK
キュービック,渡部 翼,メディア事業本部 副本部長,2022-12-20,https://www.onecareer.jp/articles/2905,OK
新卒採用責任者,荒木 珠里亜,1994年、東京都生まれ,2022-12-20,https://www.onecareer.jp/articles/2905,OK
,,,2022-12-23,https://www.onecareer.jp/articles/2907,登場人物情報なし
電通デジタル,永山 悟,コマース部門 部門長,2022-12-19,https://www.onecareer.jp/articles/2900,OK
凸版印刷,梅川 健児,デジタルマーケティングセンター センター長,2022-12-19,https://www.onecareer.jp/articles/2900,OK
株式会社NTTデータ,奥田 良治,テクノロジーコンサルティング事業本部 Data＆Intelligence事業部 デジタルサクセス統括部 統括部長,2022-12-19,https://www.onecareer.jp/articles/2900,OK
シニアマネージャー,平川 鉄也,2021年中途入社,2022-12-26,https://www.onecareer.jp/articles/2908,OK
東京エレクトロンFE,栗原 隆幸,九州FE部長,2023-01-26,https://www.onecareer.jp/articles/2917,OK
リクルート,塩見直輔,執行役員,2023-03-31,https://www.onecareer.jp/articles/2919,OK
東京エレクトロン宮城,矢口 徹磨,メカエンジニア,2023-04-18,https://www.onecareer.jp/articles/2920,OK
東京エレクトロン九州,田中 明賢,エレキエンジニア,2023-04-18,https://www.onecareer.jp/articles/2920,OK
東京エレクトロン,小林 沙樹,テクノロジーソリューションズ ソフトエンジニア,2023-04-18,https://www.onecareer.jp/articles/2920,OK
,,,2023-02-17,https://www.onecareer.jp/articles/2918,登場人物情報なし
,,,2023-02-07,https://www.onecareer.jp/articles/2924,登場人物情報なし
,,,2023-02-08,https://www.onecareer.jp/articles/2925,登場人物情報なし
,,,2023-04-26,https://www.onecareer.jp/articles/2972,登場人物情報なし
デロイト,斎藤 祐馬,トーマツ ベンチャーサポート 代表取締役社長,2023-04-24,https://www.onecareer.jp/articles/2970,OK
,,,2023-02-10,https://www.onecareer.jp/articles/2926,登場人物情報なし
名古屋本店,河村 幸枝,化成品部,2023-05-09,https://www.onecareer.jp/articles/2974,OK
東京本店,岩崎 祐貴,鉄鋼本部 鉄鋼第二部,2023-05-09,https://www.onecareer.jp/articles/2974,OK
,,,2023-05-11,https://www.onecareer.jp/articles/2976,登場人物情報なし
執行役員・人材紹介事業本部本部長,柴崎 雄貴,2008年入社、入社2年目にMR紹介サービスのブランディングをリード,2023-05-15,https://www.onecareer.jp/articles/2978,OK
EY,野島 有沙,Japan 気候変動・サステナビリティ・サービス（CCaSS）シニアコンサルタント,2023-05-24,https://www.onecareer.jp/articles/3004,OK
EY,牛島 慶一,Japan 気候変動・サステナビリティ・サービス（CCaSS）リーダー,2023-05-24,https://www.onecareer.jp/articles/3004,OK
JMDC,野本 有香,製薬本部 コンサルティング部 プリンシパル,2023-05-31,https://www.onecareer.jp/articles/3005,OK
JMDC,村木 達弥,インシュアランス本部 データサイエンス部 データサイエンスティスト,2023-05-31,https://www.onecareer.jp/articles/3005,OK
JMDC,大久 敬子,製薬本部 コンサルティング部,2023-05-31,https://www.onecareer.jp/articles/3005,OK
,,,2023-06-01,https://www.onecareer.jp/articles/3008,登場人物情報なし
レバレジーズ,藤本 直也,執行役員,2023-11-14,https://www.onecareer.jp/articles/3012,OK
,,,2023-06-29,https://www.onecareer.jp/articles/3014,登場人物情報なし
セーフィー,佐渡島 隆平,代表取締役社長CEO,2023-06-29,https://www.onecareer.jp/articles/3069,OK
セーフィー,鈴木 竜太,執行役員 営業本部副本部長,2023-06-29,https://www.onecareer.jp/articles/3069,OK
,,,2024-06-03,https://www.onecareer.jp/articles/3102,登場人物情報なし
,,,2024-04-25,https://www.onecareer.jp/articles/3106,登場人物情報なし
Digital-Tech,笹本 奈津代,Leapグループ AI Leapセクター マネージャー,2023-08-03,https://www.onecareer.jp/articles/3107,OK
Digital-Tech,藤井 七海,Leapグループ AI Leapセクター コンサルタント,2023-08-03,https://www.onecareer.jp/articles/3107,OK
キャップジェミニ,寺澤 敦史,金融コンサルティングプラクティス シニアマネジャー,2023-08-08,https://www.onecareer.jp/articles/3108,OK
2020年新卒入社,西村 綾花,エンタープライズソリューションチーム コンサルタント,2023-08-08,https://www.onecareer.jp/articles/3108,OK
,,,2023-09-28,https://www.onecareer.jp/articles/3146,登場人物情報なし
DXIビジネスユニット,安藤 有紀,ダイレクター,2023-09-27,https://www.onecareer.jp/articles/3153,OK
DXIビジネスユニット,小山 実希子,シニアマネージャー,2023-09-27,https://www.onecareer.jp/articles/3153,OK
,,,2023-10-06,https://www.onecareer.jp/articles/3159,登場人物情報なし
執行理事・IP事業本部本部長,永井 聡一郎,,2023-09-19,https://www.onecareer.jp/articles/3147,OK
,,,2023-10-20,https://www.onecareer.jp/articles/3170,登場人物情報なし
大阪取引所,三堀 由紀子,デリバティブ市場営業部 兼 東京証券取引所 エクイティ市場営業部 リテールグループ 課長,2023-10-24,https://www.onecareer.jp/articles/3178,OK
株式会社JPX総研,保坂 豪,フロンティア戦略部 データサービス企画グループ 統括課長,2023-10-24,https://www.onecareer.jp/articles/3178,OK
,,,2023-10-23,https://www.onecareer.jp/articles/3179,登場人物情報なし
新卒でリクルートキャリアに入社。インフラ業界、自動車業界、金融業界など幅広い業界に対して、人事課題のコンサルティング営業を行う。その後、岡田と共に当社を創業。,山碕 峻太郎,──ターニングポイントになったのは間違いなさそうですね,2023-11-15,https://www.onecareer.jp/articles/3213,OK
,,,2023-10-11,https://www.onecareer.jp/articles/3160,登場人物情報なし
,,,2023-11-17,https://www.onecareer.jp/articles/3217,登場人物情報なし
,,,2023-11-20,https://www.onecareer.jp/articles/3219,登場人物情報なし
,,,2023-12-06,https://www.onecareer.jp/articles/3239,登場人物情報なし
ユーラスエナジーホールディングス,丹羽 陽介,人事総務部長,2023-12-12,https://www.onecareer.jp/articles/3242,OK
,,,2023-12-11,https://www.onecareer.jp/articles/3240,登場人物情報なし
,,,2023-12-14,https://www.onecareer.jp/articles/3249,登場人物情報なし
,,,2023-12-14,https://www.onecareer.jp/articles/3243,登場人物情報なし
,,,2023-12-20,https://www.onecareer.jp/articles/3250,登場人物情報なし
,,,2024-02-19,https://www.onecareer.jp/articles/3301,登場人物情報なし
,,,2024-02-16,https://www.onecareer.jp/articles/3308,登場人物情報なし
博報堂ＤＹメディアパートナーズ,大竹 祥昭,メディアプラニングディレクター,2024-04-01,https://www.onecareer.jp/articles/3367,OK
博報堂／博報堂ＤＹメディアパートナーズ,白坂 太秀,マネジメントプラナー 新卒採用担当,2024-04-01,https://www.onecareer.jp/articles/3367,OK
,,,2024-03-29,https://www.onecareer.jp/articles/3368,登場人物情報なし
シニアパートナー（右）,小林洋平,東京大学法学部卒、2007年入社,2024-05-10,https://www.onecareer.jp/articles/3422,OK
マネージャー（中央）,福士啓夢,京都大学法学部卒、2020年入社,2024-05-10,https://www.onecareer.jp/articles/3422,OK
シニアビジネスアナリスト（左）,妹尾駿,東京大学法学部卒、2022年入社,2024-05-10,https://www.onecareer.jp/articles/3422,OK
,,,2024-05-27,https://www.onecareer.jp/articles/3448,登場人物情報なし
東京大学,五十嵐 星来,教養学部 教養学科卒業後、2020年4月に新卒でBCGに入社,2025-04-07,https://www.onecareer.jp/articles/3485,OK
レバレジーズ,内町 和嗣,レバテックITソリューション事業部 個人営業,2024-05-31,https://www.onecareer.jp/articles/3494,OK
レバレジーズ,寺西 美月,マーケティング部 CRMチーム,2024-05-31,https://www.onecareer.jp/articles/3494,OK
レバレジーズ,市橋 大旗,海外事業本部 グローバルサポート事業部 法人営業,2024-05-31,https://www.onecareer.jp/articles/3494,OK
資生堂インタラクティブビューティー株式会社,増田 卓矢,DX本部 オムニエクスペリエンス推進部 企画推進グループ グループマネージャー,2024-06-20,https://www.onecareer.jp/articles/3523,OK
資生堂インタラクティブビューティー株式会社,奥田 玲子,DX本部 オムニエクスペリエンス推進部 オムニPBPリレーショングループ,2024-06-20,https://www.onecareer.jp/articles/3523,OK
トレンダーズ,土橋 謙斗,ソーシャルメディアマーケティングDiv.デジタルアドグループ プランナー,2024-06-24,https://www.onecareer.jp/articles/3520,OK
ampule,福田 夢,Div.マネージャー,2024-06-24,https://www.onecareer.jp/articles/3520,OK
経営戦略,大西 香織,Div. 統括 執行役員,2024-06-24,https://www.onecareer.jp/articles/3520,OK
PwC Japan有限責任監査法人（旧：PwCあらた有限責任監査法人）,浅野 圭子,財務報告アドバイザリー部 パートナー,2024-07-18,https://www.onecareer.jp/articles/3572,OK
PwC Japan有限責任監査法人（旧：PwCあらた有限責任監査法人）,濱元 一壮,財務報告アドバイザリー部 アソシエイト,2024-07-18,https://www.onecareer.jp/articles/3572,OK
資生堂ジャパン株式会社,有本 圭吾,プレミアムブランド事業本部 アカウント第3事業部 事業部長,2024-07-16,https://www.onecareer.jp/articles/3557,OK
資生堂ジャパン株式会社,清水 大生,プレミアムブランド事業本部 アカウント第3事業部 第2営業統括部,2024-07-16,https://www.onecareer.jp/articles/3557,OK
企業金融第6部所属,須藤 瑠衣,2019年入行,2024-07-19,https://www.onecareer.jp/articles/3579,OK
企業投資第2部所属,中村 将隆,2019年入行,2024-07-19,https://www.onecareer.jp/articles/3579,OK
企業投資第2部所属,松本 裕美,2019年入行,2024-07-19,https://www.onecareer.jp/articles/3579,OK
,,,2024-08-07,https://www.onecareer.jp/articles/3625,登場人物情報なし
中部支社,柴山 雄太,名古屋流通店舗事業部 第三事業部営業課,2024-09-18,https://www.onecareer.jp/articles/3684,OK
東関東支社,志村 拓哉,建築設計部第一課,2024-09-18,https://www.onecareer.jp/articles/3684,OK
東京本店,篠崎 友香,建築系工事部第一部 流通第一課,2024-09-18,https://www.onecareer.jp/articles/3684,OK
,,,2024-09-13,https://www.onecareer.jp/articles/3706,登場人物情報なし
アビームコンサルティング,斎藤 岳,執行役員 プリンシパル 顧客価値創造 戦略ユニット長 兼 企業価値向上 戦略ユニット長,2025-03-31,https://www.onecareer.jp/articles/3613,OK
アビームコンサルティング,久保田 勇輝,執行役員 プリンシパル 人的資本経営 戦略ユニット長,2025-03-31,https://www.onecareer.jp/articles/3613,OK
,,,2024-10-31,https://www.onecareer.jp/articles/3803,登場人物情報なし
,,,2024-12-04,https://www.onecareer.jp/articles/3809,登場人物情報なし
,,,2024-11-08,https://www.onecareer.jp/articles/3852,登場人物情報なし
デンソーテクノ,新海 和也,パワトレインプロダクツ機器事業部 パワトレインプロダクツ機器1部（写真右）,2024-12-07,https://www.onecareer.jp/articles/3900,OK
デンソーテクノ,鳥居 大二,セーフティソフトウェア事業部 セーフティソフトウェア3部（写真中央）,2024-12-07,https://www.onecareer.jp/articles/3900,OK
デンソーテクノ,石濵 航大,セーフティハードウェア事業部 セーフティハードウェア1部（写真左）,2024-12-07,https://www.onecareer.jp/articles/3900,OK
アサヒビール,八木 陸,マーケティング本部スマドリマーケティング部,2024-12-19,https://www.onecareer.jp/articles/3939,OK
アサヒ飲料株式会社,佐藤 乃亜,未来創造本部 CSV戦略部,2024-12-19,https://www.onecareer.jp/articles/3939,OK
アサヒグループ食品株式会社,高橋 夢月,研究開発本部 技術開発一課 所属,2024-12-19,https://www.onecareer.jp/articles/3939,OK
Tokio,高木 勇輔,Marine America／Head of Strategic Planning Department,2024-11-28,https://www.onecareer.jp/articles/3885,OK
ジャステック,酒井 拓也,エンジニアリング事業本部 法人・公共ビジネス事業部 法人ビジネス2部長,2024-12-20,https://www.onecareer.jp/articles/3945,OK
写真右,鹿野又 悠,Sier、日系コンサルティングファームを経て2020年にディルバートへ参画,2024-12-26,https://www.onecareer.jp/articles/3951,OK
写真左,森田 晴香,上智大学 文学部・新聞学科出身,2024-12-26,https://www.onecareer.jp/articles/3951,OK
IT,尾山 紗奈,Managementセクター シニアコンサルタント,2025-12-26,https://www.onecareer.jp/articles/3954,OK
design,吉岡 千賀子,X architectセクター コンサルタント,2025-12-26,https://www.onecareer.jp/articles/3954,OK
,,,2025-04-02,https://www.onecareer.jp/articles/4008,登場人物情報なし
日本貿易保険,山内 凌,営業第二部管理グループ（併）ソリューション営業グループ 主任,2024-12-26,https://www.onecareer.jp/articles/3959,OK
日本貿易保険,田中 瑞紀,審査部審査グループ グループ長補佐,2024-12-26,https://www.onecareer.jp/articles/3959,OK
日本貿易保険,安田 桃生,営業第二部資源グループ 主任,2024-12-26,https://www.onecareer.jp/articles/3959,OK
電通総研（旧：電通国際情報サービス）,鬼束 奈桜,技術統括本部 エンタープライズ第二本部 グループITユニット基幹システム開発部（取材時点）,2025-02-18,https://www.onecareer.jp/articles/4027,OK
電通総研（旧：電通国際情報サービス）,奥山 沙耶,営業統括本部 グループ経営ソリューション事業部G経営コンサルティング第2U 一般会計コンサルティング部（取材時点）,2025-02-18,https://www.onecareer.jp/articles/4027,OK
,,,2025-03-28,https://www.onecareer.jp/articles/4127,登場人物情報なし
取締役,阿藤 剛,企画本部長,2025-03-31,https://www.onecareer.jp/articles/4131,OK
,,,2025-05-08,https://www.onecareer.jp/articles/4223,登場人物情報なし
,,,2025-04-21,https://www.onecareer.jp/articles/4153,登場人物情報なし
リンクアンドモチベーション,石井 悠,採用コンサルティング部門 責任者,2026-04-06,https://www.onecareer.jp/articles/4289,OK
リンクアンドモチベーション,神田 誠仁,大手企業向けコンサルティング部門 コンサルタント,2026-04-06,https://www.onecareer.jp/articles/4289,OK
執行役員,山下 雅和,金融セクターソリューション統轄パートナー HCD（採用・人材開発）統轄パートナー,2025-05-19,https://www.onecareer.jp/articles/4288,OK
ジャステック,加藤 太一郎,エンジニアリング事業本部,2025-06-23,https://www.onecareer.jp/articles/4331,OK
代表取締役会長,小笹 芳央,1986年にリクルート（現・リクルートホールディングス）入社,2025-06-27,https://www.onecareer.jp/articles/4333,OK
キリンホールディングス,三須 元希,キリンビールマーケティング本部流通営業本部広域流通第1支社流通2部 担当部長,2025-06-27,https://www.onecareer.jp/articles/4411,OK
キリンホールディングス,森本 昴,キリンビールマーケティング本部流通営業本部広域流通第1支社流通2部,2025-06-27,https://www.onecareer.jp/articles/4411,OK
,,,2025-06-23,https://www.onecareer.jp/articles/4339,登場人物情報なし
,,,2025-06-30,https://www.onecareer.jp/articles/4340,登場人物情報なし
日本ロレアル株式会社リュクス事業本部,三木 智博,イヴ・サンローラン・ボーテ プロダクトマネージャー,2025-06-26,https://www.onecareer.jp/articles/4412,OK
日本ロレアル株式会社,猪垣 勇,ロレアル ダーマトロジカル ビューティ事業本部 ジュニア プロダクトマネージャー,2025-06-26,https://www.onecareer.jp/articles/4412,OK
キャディ,幸松 大喜,執行役員 CHRO（最高人事責任者）,2025-07-11,https://www.onecareer.jp/articles/4607,OK
,,,2025-07-30,https://www.onecareer.jp/articles/4611,登場人物情報なし
アソシエイトマネジャー,佐々木 克仁,2021年入社,2025-07-18,https://www.onecareer.jp/articles/4609,OK
マネジメントソリューションズ,中島 麻利,アカウントマネジメント本部 営業推進部事業管理課 課長,2025-08-28,https://www.onecareer.jp/articles/4701,OK
マネジメントソリューションズ,黒川 樹,PM事業本部プロジェクトコントローラー,2025-08-28,https://www.onecareer.jp/articles/4701,OK
,,,2025-09-19,https://www.onecareer.jp/articles/4786,登場人物情報なし
SEVENRICH,吉川 悠真,GROUP経営企画室室長,2025-10-30,https://www.onecareer.jp/articles/4788,OK
BOX,長山 広大,代表取締役,2025-10-30,https://www.onecareer.jp/articles/4788,OK
,,,2025-12-23,https://www.onecareer.jp/articles/4792,登場人物情報なし
,,,2026-05-27,https://www.onecareer.jp/articles/4793,登場人物情報なし
三菱UFJ銀行,古賀 亮,経営企画部 次長,2025-10-31,https://www.onecareer.jp/articles/4790,OK
三菱UFJ銀行,丸岡 玲奈,人事部 採用事務局,2025-10-31,https://www.onecareer.jp/articles/4790,OK
人事部採用・育成・DE&I推進ユニット副主事,幸田 晃太朗,2017年、三菱地所入社,2025-10-28,https://www.onecareer.jp/articles/4791,OK
人事部採用・育成・DE&I推進ユニットユニットリーダー,浅見 あゆみ,2003年、三菱地所入社,2025-10-28,https://www.onecareer.jp/articles/4791,OK
,,,2025-11-04,https://www.onecareer.jp/articles/4794,登場人物情報なし
代表取締役常務,菊山 直也,1996年 NTTデータ入社,2025-12-26,https://www.onecareer.jp/articles/5069,OK
ライフ・バリュー・クリエイションユニット,荒川 悠佳,シニアコンサルタント,2025-12-22,https://www.onecareer.jp/articles/5145,OK
ビジネストランスフォーメーションユニット,佐々木 俊哉,マネージャー,2025-12-22,https://www.onecareer.jp/articles/5145,OK
執行役員・シニアマネージングディレクター,村岡 元司,大手商社、シンクタンクを経て、2001年6月より現職,2026-01-23,https://www.onecareer.jp/articles/5158,OK
人事部長,阿部 正和,,2026-01-23,https://www.onecareer.jp/articles/5158,OK
Corporate,髙尾 輝,Director／新卒採用責任者,2025-12-23,https://www.onecareer.jp/articles/5132,OK
Senior,島村 朋也,Talent Acquisition／新卒採用リーダー,2025-12-23,https://www.onecareer.jp/articles/5132,OK
ビジネストランスフォーメーションユニット,坂元 健一,マネージャー,2026-03-03,https://www.onecareer.jp/articles/5187,OK
ライフ・バリュー・クリエイションユニット,山岡 由佳,シニアコンサルタント,2026-03-03,https://www.onecareer.jp/articles/5187,OK
GO株式会社執行役員,中西 佑樹,2008年に不動産会社にてキャリアをスタート,2026-03-17,https://www.onecareer.jp/articles/5260,OK
,,,2026-03-09,https://www.onecareer.jp/articles/5247,登場人物情報なし
ソーシャル・デジタル戦略ユニット,大石 智史,ディレクター,2026-03-25,https://www.onecareer.jp/articles/5280,OK
ライフ・バリュー・クリエイションユニット,大野 孝司,ディレクター,2026-03-25,https://www.onecareer.jp/articles/5280,OK
ラクスル株式会社,永見 世央,代表取締役社長 CEO,2026-04-08,https://www.onecareer.jp/articles/5291,OK
,,,2026-03-30,https://www.onecareer.jp/articles/5293,登場人物情報なし
三菱商事,吉木 明博,人事部 採用チームリーダー,2026-04-08,https://www.onecareer.jp/articles/5304,OK
ラクスルグループ ラクスルバンク株式会社,丸山 諒,早稲田大学を卒業後、2008年に株式会社ミスミに入社,2026-04-22,https://www.onecareer.jp/articles/5306,OK
YKK AP株式会社,村上 由香,常務執行役員 人事戦略本部 人事統括部,2026-05-22,https://www.onecareer.jp/articles/5386,OK
YKK AP株式会社,田中 雄介,人事戦略本部 人事統括部 採用戦略部長,2026-05-22,https://www.onecareer.jp/articles/5386,OK
ラクスル株式会社,山根 悠暉,エンタープライズ事業部 Designグループ マネージャー,2026-04-30,https://www.onecareer.jp/articles/5360,OK
代表取締役,／関 厳,東京大学卒業後、大手経営コンサルティング会社に新卒入社,2026-05-14,https://www.onecareer.jp/articles/5380,OK
リブ・コンサルティング,／森本 達也,エンタープライズ事業本部 パートナー,2026-05-14,https://www.onecareer.jp/articles/5380,OK
リブ・コンサルティング,写真右／大島 周,ベンチャー事業部 パートナー,2026-05-14,https://www.onecareer.jp/articles/5380,OK
NTT西日本,大谷 友香,エンタープライズビジネス営業部 文教営業担当 主査,2026-05-27,https://www.onecareer.jp/articles/5390,OK
NTT西日本,福井 さら,エンタープライズビジネス営業部 N&S推進担当,2026-05-27,https://www.onecareer.jp/articles/5390,OK
ビジネスプロデューサー ,矢田 敦士,Technology & Amplify  プロジェクトリーダー,2026-05-27,https://www.onecareer.jp/articles/5402,OK
ビジネスプロデューサー ,廣瀬 允子,Technology & Amplify,2026-05-27,https://www.onecareer.jp/articles/5402,OK
ビジネスプロデューサー,滝沢 美桜,東京大学文学部にて社会学を専修,2026-05-27,https://www.onecareer.jp/articles/5402,OK
,,,2026-05-29,https://www.onecareer.jp/articles/5401,登場人物情報なし
,,,2016-08-08,https://www.onecareer.jp/articles/543,登場人物情報なし
東京中小企業投資育成,上野代 芽依,業務第四部所属（神奈川県担当）／入社2年目・主任,2026-05-29,https://www.onecareer.jp/articles/5412,OK
東京中小企業投資育成,加藤 将義,業務第二部所属（東京都担当）／入社2年目・主任,2026-05-29,https://www.onecareer.jp/articles/5412,OK
東京中小企業投資育成,志村 壮輝,業務第三部所属（岩手県担当）／入社2年目・主任,2026-05-29,https://www.onecareer.jp/articles/5412,OK
東京中小企業投資育成,河津 玄徳,業務第四部所属（長野・山梨県担当）／入社2年目・主任,2026-05-29,https://www.onecareer.jp/articles/5412,OK
,,,2026-06-17,https://www.onecareer.jp/articles/5430,登場人物情報なし
株式会社,前川 陽香,Dirbato BD,2026-06-29,https://www.onecareer.jp/articles/5485,OK
,,,2026-06-26,https://www.onecareer.jp/articles/5445,登場人物情報なし
,,,2026-06-24,https://www.onecareer.jp/articles/5483,登場人物情報なし
株式会社blowout,一ノ宮 佑貴,代表取締役CEO,2026-06-11,https://www.onecareer.jp/articles/5441,OK
株式会社リブ・コンサルティング,水谷 優香,エンタープライズ事業本部 マネージャー,2026-06-30,https://www.onecareer.jp/articles/5490,OK
,,,2026-07-17,https://www.onecareer.jp/articles/5511,登場人物情報なし
Lead,杉山 竜,Architect（意匠設計リーダー）（中途入社・入社4年目）,2026-07-17,https://www.onecareer.jp/articles/5512,OK
Architect（意匠設計）（新卒入社・入社2年目）,坂井 星舞,芝浦工業大学大学院を修了,2026-07-17,https://www.onecareer.jp/articles/5512,OK
,,,2026-07-17,https://www.onecareer.jp/articles/5501,登場人物情報なし
,,,2017-12-18,https://www.onecareer.jp/articles/690,登場人物情報なし
,,,2017-02-01,https://www.onecareer.jp/articles/735,登場人物情報なし
,,,2017-02-13,https://www.onecareer.jp/articles/736,登場人物情報なし
